"",BD_ID1,BD_ID2,BD_ID3,BD_ID4,BD_ID5,BD_ID6,BD_ID7,BD_ID8,BD_ID9,BD_ID10,BD_ID11,CTR_ID1,CTR_ID2,CTR_ID3,CTR_ID4,CTR_ID5,CTR_ID6,CTR_ID7,CTR_ID8,CTR_ID9,CTR_ID10,CTR_ID11,CTR_ID12,CTR_ID13,CTR_ID14,CTR_ID15,MDD_ID1,MDD_ID2,MDD_ID3,MDD_ID4,MDD_ID5,MDD_ID6,MDD_ID7,MDD_ID8,MDD_ID9,MDD_ID10,MDD_ID11,SCZ_ID1,SCZ_ID2,SCZ_ID3,SCZ_ID4,SCZ_ID5,SCZ_ID6,SCZ_ID7,SCZ_ID8,SCZ_ID9,SCZ_ID10,SCZ_ID11,SCZ_ID12,SCZ_ID13
ARNT,5.453113,5.436385,5.766636,5.296356,5.708674,5.821696,5.278959,5.715939,5.648618,5.605975,5.575017,5.854881,5.639819,6.060332,5.627086,5.989948,5.981191,5.680384,5.720043,5.840493,5.679376,5.645195,5.679554,5.716841,5.850546,5.616981,5.827245,5.847209,5.644042,5.963541,5.717659,5.669684,5.563307,5.611575,5.75703,5.692018,5.971017,5.960269,5.520132,5.695999,5.803134,5.840512,5.370014,5.833274,5.74192,5.476229,6.059982,5.72088,5.551627,5.50956
SF1,6.528952,6.580837,6.746185,6.568179,6.503816,6.60566,6.514438,6.591713,6.724282,6.931064,6.521237,6.760282,6.687888,6.909535,6.626713,6.807765,6.733068,6.695197,7.161912,7.030078,7.255116,6.744828,6.801638,6.718338,6.756347,6.869094,6.758192,6.690159,6.609994,6.729106,6.579554,6.643236,6.659744,6.687258,6.749021,6.595619,6.71545,6.663478,6.469202,6.610385,6.586541,6.528889,6.496073,6.565788,6.67379,6.542961,6.720736,6.715402,6.647362,6.649012
SMARCC2,7.604442,7.544828,7.509846,7.427566,7.726616,7.652748,7.591333,7.755345,7.638874,7.679786,7.438628,7.604097,7.687095,7.579557,7.689043,7.613073,7.749135,7.742392,7.485963,7.61419,7.805318,7.804012,7.845308,7.838869,7.765209,7.746737,7.522288,7.965961,7.802112,7.703056,7.552157,7.898601,7.901103,7.748708,7.646327,8.027324,7.829566,7.543107,7.590174,7.735745,7.53582,7.525908,7.621346,7.739784,7.764736,7.76964,7.794919,7.930437,7.887788,7.764282
TFAP4,6.54965,7.131757,6.923962,6.594214,7.055752,7.022843,6.870174,7.165837,6.946664,7.069078,6.94897,7.18843,6.763439,7.103672,7.046338,7.398517,6.919537,6.952697,7.086134,7.20572,7.281247,7.146992,7.05678,7.055884,7.135175,6.75883,7.302869,7.213371,7.072158,7.08584,7.323276,7.082012,7.015013,7.303505,7.011415,6.912654,7.369612,6.996414,6.922408,6.899175,7.024144,6.755613,6.791395,7.127234,7.166736,7.225922,7.389093,6.934564,6.983342,7.031381
ESR2,5.554845,5.403615,5.348916,5.447478,5.610654,5.295862,5.611682,5.258543,5.210226,5.171547,5.36761,5.781107,5.588322,5.623633,5.678167,6.013586,5.953007,5.806564,5.800082,5.662917,5.392821,5.530456,5.39769,5.515477,5.339457,5.221819,5.467209,5.547899,5.333181,5.716498,5.076327,5.390518,5.211951,5.173807,5.702588,5.58997,5.778581,5.340547,5.211214,5.193774,5.604729,5.363972,5.217773,5.751754,5.787437,5.293009,5.801516,5.210854,5.21793,5.319949
L3MBTL1,4.370769,4.219995,4.098458,4.407432,4.358448,4.115597,4.420954,4.160082,4.455657,4.004184,4.221325,4.565718,4.890999,4.906831,4.835683,4.881809,4.901977,4.717904,4.871652,4.936222,4.882531,4.773018,4.975168,4.804822,4.970143,4.793834,4.814853,4.905099,5.071797,4.935015,4.838404,4.876168,4.728862,4.849328,4.793628,4.902465,4.741554,4.244604,4.099543,4.162738,4.380729,4.274846,4.150608,4.111274,4.101679,4.147145,3.99709,4.113955,4.113083,4.126526
FUBP3,5.750112,6.533444,6.724429,5.916928,6.213208,6.39315,5.800828,6.207537,6.833921,6.844211,6.236823,5.940445,6.177572,6.236847,6.092463,5.951684,5.697731,5.905632,6.159675,6.184062,6.270835,6.284831,6.178913,6.155534,6.116271,6.397548,6.216293,5.666006,6.191881,6.580041,6.521627,6.193003,6.39192,6.588324,6.164803,6.183495,6.323577,6.010047,6.012653,6.01659,5.50327,5.721477,6.162687,5.568605,6.025655,6.071134,6.053592,6.178244,6.167147,6.166492
TERF2,5.480987,5.878682,5.453998,5.51955,5.341836,5.719331,5.505412,5.769799,5.256904,5.659439,5.412552,8.312008,8.363233,7.888687,8.31069,8.098999,7.970952,8.324511,8.06454,8.190905,8.334808,8.1377,8.305063,8.49686,8.325527,8.594923,5.735244,5.588612,5.506494,5.22916,5.573201,5.885291,5.835776,5.657861,5.734773,5.602163,5.566574,8.175971,8.109177,8.384186,8.050739,7.948067,8.804203,8.32839,8.377587,8.287162,8.229138,8.272835,8.554606,8.465546
MTA1,7.452206,7.492428,7.696157,7.034141,7.732393,7.667279,7.320986,7.630598,7.696905,7.664061,7.75914,7.276967,7.595835,7.637355,7.751271,7.676376,7.556649,7.769413,7.777803,7.620063,7.970529,7.898134,8.031163,7.916131,7.976877,7.897245,7.779934,7.648717,7.950726,7.459683,7.845923,7.592586,7.79457,7.706483,7.665514,7.926433,7.734908,7.530737,7.677664,7.751411,7.578488,7.37187,7.450896,7.389424,7.355252,7.701211,7.43223,7.766795,7.680602,7.762443
ZNF174,4.820796,4.903654,4.561075,4.976509,4.565737,4.756459,4.702898,4.664879,4.537136,4.49507,4.85725,4.632013,4.742886,4.611583,4.870264,4.759974,4.818359,4.963188,4.763364,4.770127,4.542786,4.950034,4.684757,4.704379,4.639566,4.785162,4.572206,4.868244,4.795974,4.838132,4.834659,4.949041,4.895863,4.881568,4.918857,4.799288,4.873357,4.615046,4.528601,4.466115,4.631393,4.708151,4.721269,4.629247,4.489788,4.463496,4.428013,4.599408,4.757515,4.547048
MITF,3.615657,3.594207,3.899695,3.679448,3.932024,3.617236,3.753086,3.741384,4.149213,3.907912,4.010635,4.092869,4.050779,4.255005,4.055795,4.167846,4.094539,3.950416,4.791197,4.660639,4.307292,4.141059,4.096295,3.930682,4.089588,4.130595,4.777673,4.22225,4.539692,4.501307,4.603211,3.913462,3.602978,4.13326,4.60639,4.127179,3.939697,3.864522,3.86514,3.577208,3.907155,3.949825,3.514374,3.721664,3.730105,3.665464,3.83335,3.704511,3.657142,3.674239
TCOF1,6.774305,6.873488,6.65144,6.91637,6.781369,6.749066,6.949477,6.829344,6.784314,6.619901,6.831104,6.930912,6.960036,6.854318,6.890473,7.00099,7.080689,6.943714,6.925081,6.872042,6.887467,6.930163,6.745333,6.906511,6.772345,6.862065,7.053415,6.882934,6.932394,6.954093,6.813601,6.973352,6.707287,6.765209,7.00881,6.833989,6.974774,6.879772,6.848856,6.782576,6.950646,7.075089,6.776043,7.005233,6.930546,6.770083,7.006618,6.790431,6.707927,6.807443
NR4A3,4.166033,4.013951,4.069016,4.16086,4.137708,4.054157,4.337341,4.139742,4.101478,3.990417,4.083221,4.730397,4.961467,4.727687,5.052406,4.791256,5.046546,4.707445,4.593019,4.576671,4.751916,4.615771,4.708149,4.784282,4.898951,4.757612,4.490904,4.548507,4.345286,4.333615,4.133558,4.608371,4.682939,4.413791,4.312724,5.415635,4.892537,5.044217,4.557583,4.698969,4.699852,4.14997,4.601937,5.219191,4.838977,4.387891,4.730638,4.596757,4.645064,5.004648
NR2E1,3.65281,3.730038,3.668747,3.420036,3.924651,3.719851,3.630356,3.586663,4.18997,3.470563,3.908308,4.21006,3.855284,4.326473,4.124585,3.763322,4.260878,3.857652,4.011706,3.780091,4.045498,3.917965,3.958984,3.802922,3.774687,3.945926,3.632185,3.761949,3.709166,4.105388,3.551752,3.713741,3.750799,3.952472,3.557345,4.067621,3.673343,3.871466,3.608849,4.016114,3.696303,3.762074,3.494191,3.821585,3.788499,3.787656,3.80263,3.941144,3.585132,3.899568
NFATC2IP,5.331582,5.685278,5.547985,5.36435,5.59748,5.613993,5.628601,5.735302,5.383268,5.427673,5.476149,5.637822,5.685425,5.574659,5.619851,5.639479,5.413169,5.56295,5.487216,5.716567,5.697512,5.513538,5.563234,5.582137,5.612272,5.509036,5.89851,5.770741,5.755555,5.681652,5.830804,5.646819,5.549198,5.675517,5.439343,5.663317,5.670936,5.524145,5.977489,5.656541,5.491445,5.64615,5.717792,5.670767,5.637703,5.900982,5.61456,5.603445,5.60119,5.539016
LARP1,8.786482,8.64899,8.803333,8.623157,9.083892,8.89562,8.559617,9.007895,9.254384,8.671677,8.752651,8.508992,8.862986,8.792333,9.022499,8.943563,9.071586,9.007863,8.916294,8.962596,9.113602,9.133413,9.134255,9.019513,9.068585,8.945732,8.556706,8.984948,9.315979,9.133744,8.998588,9.176461,9.166695,9.022466,8.926781,9.010236,9.154221,8.645221,8.945266,9.059564,8.832355,8.512806,9.144679,9.041402,8.849273,8.920244,8.832384,8.974482,8.954577,9.201461
BLM,4.56749,4.615655,4.445607,4.347149,4.990792,4.586271,4.626167,4.709309,5.241753,4.64186,4.92596,4.440205,4.554691,4.601,4.532235,4.506791,4.830372,4.248815,4.230248,4.390135,4.458679,4.550068,4.281311,4.405536,4.479191,4.50871,4.488142,4.764817,4.80559,5.038785,4.687868,4.59112,4.594416,4.812472,4.765762,4.659846,4.664009,4.777664,4.572101,4.395911,4.60548,4.498118,4.37434,4.587626,4.585946,4.689767,4.526025,4.387371,4.695105,4.670343
CHD8,6.662263,6.711994,6.64046,6.532862,6.643926,6.655186,6.720411,6.806651,6.695166,6.846889,6.5716,6.613935,6.783989,6.73722,6.664923,6.689378,6.824664,6.723303,6.867119,6.748971,6.785775,6.729282,6.790334,6.639585,6.752824,6.673105,6.779673,6.822369,6.771562,6.987222,6.700851,6.806694,6.644297,6.862408,6.855599,6.807817,6.714947,6.574984,6.867138,6.793295,6.794284,6.808526,6.540953,6.534952,6.561639,6.782154,6.546478,6.824661,6.704562,6.695773
ZNF510,5.204015,5.674459,5.0851,5.351918,5.105763,5.391465,5.348867,5.350099,4.814115,6.352307,5.07078,4.980907,5.157729,4.741331,4.924505,5.040146,4.923396,5.41626,5.083885,5.134329,5.093497,5.199342,5.296248,5.124943,4.981592,5.177967,5.28524,5.321653,5.214259,5.158276,5.295866,5.402059,5.423659,5.65019,5.242866,5.169056,5.362945,4.990887,5.30179,5.426798,5.276811,5.049284,5.094084,5.06484,5.166468,5.247171,5.258401,5.256546,5.266537,5.37949
PRPF4B,3.924595,4.089093,4.078704,4.440336,4.10629,4.155291,3.937398,4.170668,4.069051,4.494793,4.160485,4.568912,4.500772,4.487508,4.628268,4.718491,4.640629,4.667071,4.920258,4.649663,4.754332,4.602577,4.683726,4.811614,4.870373,4.70192,4.688715,4.854985,5.097888,4.446156,4.950789,4.848601,4.671414,4.538682,4.629642,4.91367,5.124371,4.397562,5.094523,4.384998,4.856892,4.53988,5.05462,4.667827,5.025658,4.712576,4.665644,4.411507,4.518499,4.977772
RARB,5.644261,6.520922,6.094535,5.662886,6.358435,6.696388,6.380526,6.442192,6.156852,5.603102,6.276419,6.57247,6.799714,6.681726,6.400875,6.429497,6.208042,6.55807,5.934449,6.353399,6.771414,6.346797,6.48549,6.582701,6.520139,6.502912,6.019567,6.352146,6.431878,5.716381,6.379866,6.413609,6.765152,6.317297,6.111083,6.422544,6.777982,6.656926,6.362313,6.517461,6.292192,5.575915,6.541455,6.393418,6.680147,6.487068,6.806982,6.403216,6.558134,6.512559
INSM1,4.039249,4.294972,4.162586,4.246861,4.371117,4.294871,4.280627,4.258605,4.302034,4.061311,3.841031,4.420343,4.127162,4.031571,4.222729,4.25014,4.441973,4.179721,4.134137,4.280006,4.294244,4.179315,3.835193,4.092594,4.166529,4.115537,4.637241,4.294492,4.288118,4.418306,4.148223,4.296472,4.764754,4.421223,4.389755,4.314826,4.458468,4.180884,4.128763,4.173288,4.016359,4.310421,3.968794,4.309871,4.463996,4.247153,4.271133,4.161431,4.311501,4.470302
ZBTB48,6.256546,6.414402,6.454563,6.539509,6.454692,6.393845,6.355281,6.671961,6.44306,5.960215,6.608942,6.260625,6.391405,6.488022,6.652531,6.507714,6.773748,6.563717,6.866576,6.756166,6.652312,6.584882,6.488826,6.575068,6.558988,6.613201,6.601258,6.72654,6.69243,6.629456,6.69047,6.591731,6.660196,6.623794,6.656721,6.574916,6.490578,6.32221,6.503498,6.608771,6.619408,6.438268,6.726669,6.36334,6.425243,6.548826,6.382859,6.351719,6.61328,6.591841
PHF14,3.042361,3.387979,3.487424,3.018413,3.071374,3.504879,2.977298,3.432436,2.832545,3.165735,3.128051,3.401164,3.419653,3.619118,3.407847,3.517621,3.19714,3.222222,3.371383,3.535542,3.375617,3.438177,3.414686,3.408638,3.549652,3.524212,3.533885,3.471387,3.465873,3.218149,3.595291,3.250897,3.552214,3.562438,3.137632,3.195105,3.777359,3.087705,3.284878,3.232717,3.187236,2.918966,3.277577,3.254326,3.554563,3.329764,3.588646,3.153477,3.540924,3.352781
GPATCH8,5.229183,5.300988,5.096314,5.295404,5.110377,5.090654,5.32396,5.296418,4.874669,6.068894,5.38083,5.168681,4.883278,4.788402,5.033929,5.138013,4.784341,5.026384,5.048521,4.905748,5.308165,5.032215,4.974535,4.997461,4.940997,5.349145,5.198816,5.146774,5.154226,4.771887,5.515207,5.331507,5.253545,5.183227,5.176307,5.178093,5.346194,5.155291,5.193051,4.94752,5.16335,5.146733,5.720715,5.093713,5.327871,5.011104,5.25556,5.099998,5.32077,5.079587
DHX57,4.00844,4.036628,4.085719,3.945262,4.188466,4.344045,3.943584,4.376719,3.821783,4.312413,4.105634,4.0468,4.185134,4.330222,4.014185,3.950786,3.929696,3.967181,3.861846,4.200169,4.239761,4.477365,4.237876,4.065872,4.071277,4.244244,4.38234,3.881122,4.258237,4.222274,4.455079,4.305643,4.228348,4.721188,4.186127,4.315124,4.349065,4.031928,4.230809,4.283524,3.919055,3.960652,4.09613,3.860522,4.005154,4.296629,3.803545,4.339053,4.066428,4.084235
TBX5,5.087155,4.93592,4.948414,5.022951,5.262143,4.999062,5.265985,4.977168,5.286369,5.087623,4.921231,5.81243,5.51049,5.803608,5.578393,5.868566,5.860768,5.629378,5.445374,5.637993,5.549344,5.836128,5.344836,5.559209,5.400778,5.327122,5.848849,5.5975,5.558003,5.723658,5.451571,5.531041,5.399439,5.423295,5.875129,5.808786,5.856632,5.706501,5.459001,5.404123,5.615838,5.625408,5.383088,5.962146,5.883141,5.330804,5.980664,5.557742,5.62615,5.507462
TRIM27,5.714812,5.86592,5.570127,5.980592,5.367414,5.673116,5.729242,5.684381,5.503667,5.709218,5.51403,6.013477,5.959874,5.523372,5.761974,5.758408,5.934173,6.074886,5.863413,5.651342,5.716884,5.673608,5.837852,5.874044,5.844989,5.98003,5.779369,5.579538,5.482156,5.743961,5.643579,5.928361,6.030717,5.664395,5.777524,5.659192,5.852584,5.627713,5.488595,5.508884,5.569252,5.752383,5.618538,5.823693,5.568381,5.325562,5.563492,5.54246,5.771954,5.572611
RNF24,4.137718,3.984794,4.022549,4.009607,4.057371,4.258302,4.102678,4.141146,3.931852,4.031334,4.118778,4.104706,3.791562,4.10985,3.99046,3.908894,4.031907,3.899967,3.702998,3.907037,3.937311,3.837011,3.998987,4.042413,3.894721,3.93989,4.173028,4.101759,4.119906,4.220569,3.990888,4.082804,4.408154,4.27879,3.994762,4.181852,4.006283,3.787721,3.956186,4.063297,3.835122,3.907376,3.760943,3.920325,3.744861,3.731061,3.920338,4.018293,4.119177,4.200598
CREG1,3.700699,3.941619,4.35213,3.983884,3.985313,4.197297,3.850586,4.002442,3.813489,4.188941,4.066058,3.661907,3.734518,3.786636,3.655876,3.780851,3.36225,3.596993,3.855816,3.622256,3.720652,3.691303,3.704131,3.918302,3.926632,3.702741,3.760767,3.642802,3.750396,3.70535,4.225507,3.657277,3.98363,3.987162,3.587518,3.557217,3.923946,3.933768,3.755021,3.664419,3.799469,3.725521,4.136629,4.051233,3.957416,4.038955,3.992201,3.891389,3.832425,3.894988
CIAO1,6.096804,6.326365,6.217446,6.110509,6.153721,6.072985,6.290209,6.263208,6.192114,6.072857,6.132194,6.103145,6.098424,6.057172,6.03685,6.240081,5.928472,6.158597,5.948252,6.044139,6.023341,6.182066,5.929648,6.057891,6.122511,5.969052,6.217063,6.221719,6.178752,6.093722,6.118989,6.338959,5.869025,6.232983,6.258717,6.381516,6.30591,6.126616,5.990226,6.149535,6.016549,6.225186,6.228731,6.336252,6.236034,6.095542,6.156188,6.212334,6.182708,6.156336
KAT2A,9.019089,8.975733,8.965289,8.862121,9.118832,8.93977,9.017773,9.074502,9.27101,8.894982,9.10788,8.791522,9.068534,9.195049,9.21341,9.053044,9.198955,9.111987,9.470077,9.507588,9.303121,9.17875,9.339678,9.061954,9.34841,9.204779,9.272587,9.317168,9.344708,9.272146,9.181955,9.180088,9.093711,9.239713,9.191113,9.289114,8.939417,8.974704,9.401937,9.139008,9.387204,9.124026,9.068304,8.919208,8.739119,9.191283,8.819639,9.13459,9.056897,9.195835
TTF1,4.392071,4.460485,4.268813,4.641558,4.219361,4.398372,4.14132,4.348197,4.204687,4.727805,4.386964,4.536662,4.532274,4.20318,4.383146,4.416395,4.19743,4.587166,4.369734,4.194564,4.508562,4.416395,4.425958,4.523412,4.497271,4.446342,4.745069,4.720567,4.390098,4.429824,4.653252,4.696559,4.537816,4.664306,4.436523,4.636659,4.436789,4.217289,4.140529,4.484335,4.170099,4.227111,4.389191,4.25219,4.19942,4.440147,4.137737,4.279047,4.697649,4.278283
ARID4A,3.630907,4.022151,3.859819,3.373974,3.700799,3.816518,3.574979,3.727233,3.828007,3.909924,3.745729,4.177348,3.886939,3.90774,3.756568,3.675787,4.096261,4.070598,3.646836,3.746729,3.814589,3.703648,3.805781,3.756151,3.828583,3.980613,3.82999,3.92443,3.724759,3.756705,3.642363,4.056125,4.047838,4.3821,3.997508,4.058216,4.048839,3.806067,3.401345,3.62618,3.360433,3.556523,3.321182,3.654833,3.842668,3.666275,3.708327,3.687263,3.746872,3.826301
RBBP5,3.344545,3.278477,3.795566,3.317425,3.336294,3.281944,3.203912,3.6087,3.093135,3.123364,3.068043,3.437519,3.326123,3.250862,3.377454,3.308367,3.481459,3.156234,3.194563,3.752085,3.81861,3.409949,3.273383,3.196367,3.590414,3.428721,3.630903,3.550082,3.425509,3.263494,3.02962,3.207138,3.015625,3.329629,3.301019,3.196085,3.197853,3.470658,3.303732,3.864818,3.755565,4.353554,3.580106,3.499166,3.386677,3.272634,3.736165,3.578163,3.425758,3.463823
NFRKB,6.521239,6.520507,6.330639,6.638959,6.521881,6.534385,6.624596,6.571889,6.431322,6.651827,6.349091,7.040499,6.967718,6.690946,6.902477,7.049371,7.104805,7.035204,6.908142,6.736197,6.872634,6.816577,6.78776,6.849529,6.863836,6.865953,6.654556,6.648695,6.438661,6.431255,6.357047,6.693361,6.724639,6.678521,6.757719,6.660339,6.754903,6.405482,6.528266,6.38948,6.700319,6.559421,6.373532,6.847996,6.764033,6.375504,6.723455,6.571534,6.545971,6.530978
MNAT1,4.466281,4.66025,4.621436,4.4354,4.637207,4.628051,4.722986,4.797109,4.729124,4.409499,4.47793,4.606279,4.660312,4.55473,4.612446,4.51152,4.635603,4.545129,4.44883,4.507674,4.725701,4.580803,4.820861,4.596193,4.698111,4.78151,4.829377,4.673642,4.76801,4.5797,4.694779,4.774712,4.794291,4.975348,4.624249,4.78533,4.669357,4.685582,4.568437,4.58003,4.472462,4.406775,4.856166,4.538029,4.519402,4.658527,4.411646,4.739946,4.865899,4.590406
PHTF1,2.705381,3.110742,3.112929,3.165612,2.913044,3.060626,2.946763,3.154982,2.743834,2.708836,2.978178,2.712505,3.026131,3.246769,2.743191,3.036716,2.869321,2.787803,2.951313,2.756662,3.370774,2.97881,3.001211,3.097221,3.136429,3.00516,3.116563,3.055441,3.200323,3.277789,3.379766,3.364572,3.380561,3.427262,3.05155,3.120476,3.292426,2.764972,2.87202,2.999712,3.101959,2.686439,4.040921,2.949118,3.192059,3.147438,2.772707,3.175169,3.096073,3.163597
EMX1,5.949306,5.625623,5.820737,5.671522,5.876783,5.587695,5.756247,5.938339,5.683911,5.620549,5.65306,5.735056,5.719207,5.870956,5.684728,5.843353,5.850524,6.107827,5.819894,5.798401,5.914459,5.738579,5.91243,6.114195,5.888002,5.972571,5.955606,5.993025,5.869121,6.176087,5.59665,5.881948,6.228051,6.062068,5.885435,6.041075,5.958166,5.559161,5.489356,6.039125,5.364571,5.866524,5.540013,5.712668,5.428478,5.766272,5.790746,5.921332,5.86133,5.773287
SALL1,3.536451,3.604761,3.60656,3.269355,3.45093,3.479678,3.217605,3.115097,3.673883,3.52733,3.96142,3.526844,3.215476,2.938717,3.312131,3.213174,3.343972,3.239158,3.989693,3.555254,3.606162,3.366518,3.35321,3.245876,3.368746,3.536955,4.076242,3.270719,3.366293,3.333778,3.643254,3.218101,3.388622,3.228532,3.557063,3.357986,3.410283,3.320891,3.391956,3.068717,3.257033,3.20036,3.048996,3.114919,3.594076,3.13232,3.110498,3.123639,2.861418,3.194327
GTF3C1,8.74753,8.784731,9.06593,8.774333,9.118593,9.198396,8.948104,9.267946,9.236833,8.743924,9.037149,8.978538,9.074997,9.499734,8.80822,8.932507,9.223743,8.93322,9.160322,9.293533,9.198098,9.085699,9.196326,9.055413,9.351435,9.398959,9.060082,9.185837,9.302267,9.47756,9.40853,9.212837,9.07912,9.146086,9.105291,9.233991,9.125203,8.822836,9.441199,9.467398,9.274817,8.988755,9.210043,8.813235,9.044021,9.33293,8.961533,9.211375,8.959269,9.166821
ATG4B,7.491041,7.640338,7.962865,7.765055,7.713358,7.870212,7.677876,7.878056,7.411792,7.256997,7.85487,7.482497,7.57193,7.744394,7.872012,7.795012,7.855115,7.899164,7.960691,7.889165,7.894944,8.027016,7.890315,7.922685,7.913341,7.97053,7.5633,7.825372,7.896912,7.86471,8.167685,8.021172,7.96621,7.976618,7.935057,7.789283,7.915497,7.790594,7.695,7.932732,7.804406,7.806557,8.070941,7.803173,7.747182,7.834487,7.683537,7.871281,7.931233,7.848934
MINK1,7.577411,7.590527,8.153585,7.523978,8.211847,7.954567,7.648082,8.049581,7.824314,7.90007,7.992498,7.95164,7.919515,7.975433,8.280997,8.301849,8.083873,8.280569,8.1978,8.05165,8.394124,8.193455,8.23926,8.304231,8.299221,8.204374,8.118474,8.205632,8.431524,7.887342,8.857153,8.103715,8.08559,8.427118,8.204163,8.213012,8.241329,7.947107,7.830296,8.362098,7.62088,8.08968,7.763364,8.142416,8.363829,8.260797,7.933111,8.252275,8.356163,8.313906
ING1,5.591123,6.153253,6.068212,5.720524,5.760171,6.188921,5.746097,6.12146,5.343004,6.499978,5.921362,5.813899,5.648156,5.62455,5.677249,5.772621,5.504383,5.566536,5.289436,5.759462,5.74547,5.629377,5.600547,5.757767,5.529481,6.037668,6.000986,5.615677,5.731356,5.179018,6.28973,5.89529,6.020258,6.143016,5.75883,5.79109,6.107783,5.747176,5.913229,5.852487,5.521078,5.42527,5.916755,5.943095,5.849484,5.842328,5.85383,5.611798,5.995565,6.130255
HIST1H2BN,3.924419,4.058869,4.645098,4.073433,4.25763,4.435398,4.201561,4.346827,4.57389,4.709957,4.060818,4.147336,3.925358,4.449667,3.997,4.187456,4.247803,4.140415,3.997117,4.41247,4.091989,3.907179,4.116148,4.367135,4.261168,4.045387,4.152761,4.188861,4.20899,4.508831,4.707556,4.293964,4.201956,4.511608,4.455455,4.295898,4.218733,4.189577,3.650984,3.877614,4.002289,4.519129,4.074352,4.138348,3.903038,3.976427,4.030013,3.923517,3.692069,4.112395
ERBB2,5.518093,5.360406,5.601857,5.542493,5.581281,5.373783,5.598868,5.456525,5.680554,5.317799,5.552477,5.771693,5.707779,6.145134,6.015565,5.760426,6.126929,5.92953,5.781185,5.892491,5.832061,5.861565,5.787919,5.900191,5.977653,6.300128,5.655802,5.590512,5.356275,5.968176,5.475562,5.414458,5.408952,5.655534,5.65324,5.516493,5.574309,6.090934,6.325999,6.013135,5.957763,6.439009,5.664131,5.625795,5.945195,6.151495,5.882347,6.172435,5.974034,5.986836
RPA2,5.109184,5.268976,5.251264,5.125952,4.990541,5.291786,5.525876,5.233302,4.977752,5.115116,5.037995,7.535916,7.619207,6.616666,7.496184,7.82639,7.40589,7.478461,7.068524,7.038732,7.236463,7.378882,7.573537,7.646705,7.353985,7.603398,5.264199,5.227114,5.176639,4.883579,5.16335,5.282959,5.495874,5.224961,5.252862,5.262431,5.50642,7.011285,6.76533,7.038467,7.012562,6.893111,7.386649,7.551362,7.407158,6.801308,7.324623,7.004663,7.260835,7.262701
ZNF330,4.354765,4.593155,4.785809,4.66125,4.661511,4.721016,4.740837,4.585668,4.503839,4.945196,4.654142,4.773656,4.825935,4.845583,4.735386,4.75254,4.879337,4.876179,4.844141,4.794798,4.765991,4.645407,4.636516,4.687787,4.799737,4.991126,4.981625,4.754948,4.783318,4.71296,4.931065,4.648759,4.799195,4.763142,4.583286,4.811662,4.931488,4.795801,4.535299,4.68386,4.484799,4.458426,4.611884,4.524712,4.826809,4.42237,4.941873,4.756175,4.647208,4.546319
POU6F2,5.46849,5.112467,5.197465,5.279015,5.226704,5.015408,5.370332,5.073284,5.361328,5.247317,4.953281,5.428092,5.343977,5.396137,5.36175,5.508167,5.621355,5.346464,5.256715,5.324024,5.251919,5.362264,5.113598,5.227379,5.368687,5.190851,5.577207,5.623458,5.228468,5.783832,5.130541,5.207114,5.253038,5.222584,5.577417,5.48274,5.462153,5.161284,5.129711,5.072074,5.370061,5.505478,5.038466,5.387559,5.35774,4.975352,5.389909,5.340942,5.068134,5.216835
RPS14,7.45685,7.267208,7.526934,7.452671,7.55385,7.599014,7.406764,7.503129,7.565966,7.411543,7.697368,11.045795,11.122493,11.257792,11.118427,11.025429,11.143908,11.197179,11.330245,11.125507,11.166928,11.229359,11.14887,11.251718,11.329606,11.366579,11.076423,11.258677,11.309938,11.245249,11.421962,11.210239,11.302094,11.40259,11.055861,11.261644,11.23569,11.242209,11.221689,11.268704,10.731784,11.166171,11.582991,11.055739,11.175359,11.220924,10.976425,11.187068,11.225547,11.082069
SUPT7L,3.921421,4.018497,3.982282,3.985655,4.020206,3.880835,3.99935,3.953417,3.939377,3.722389,3.801222,4.306112,4.146064,4.087898,4.252713,4.248106,4.390257,4.189554,4.186934,4.263831,4.285637,4.284785,4.344452,4.304638,4.391083,4.42733,4.330932,4.182117,4.195675,3.974235,4.047473,4.187044,4.38126,4.132697,4.190146,4.014811,4.239166,4.028009,4.085656,3.969905,3.973553,3.845429,4.25036,4.153657,4.303805,3.966843,4.342993,4.03523,4.113232,4.051731
TRIP4,3.775057,3.627475,3.620824,3.647439,3.658875,3.787086,3.796831,3.703568,3.812194,3.305696,4.035017,3.499191,3.576159,3.457689,3.687532,3.355388,3.444991,3.656478,3.467937,3.551438,3.255493,3.614275,3.516558,3.532472,3.320231,3.740182,3.869614,3.731607,3.720448,3.381873,3.631969,3.709597,3.726002,3.775933,3.653806,3.705625,3.685709,3.884959,3.776536,3.517134,3.735634,3.867551,3.785737,3.645455,3.875551,3.660572,3.369266,3.640408,3.550597,3.668722
NFE2L2,5.832579,6.646697,6.257132,5.596355,5.807946,6.015147,5.819003,5.903996,6.517466,5.985754,6.192324,5.854461,5.791007,5.649847,5.801034,5.473297,5.92237,5.601555,5.830674,5.54611,5.677235,5.884613,5.861094,5.756823,5.739836,6.178641,6.071464,5.510993,6.141047,5.848066,6.394003,6.322821,6.154255,6.467083,6.072522,6.019927,5.903976,5.85535,5.976105,5.695438,5.642034,5.532559,5.887236,5.419525,6.009483,5.977623,5.450952,5.613332,5.376733,5.794315
